# Radius 	finiterdf__LJ_LJ	rdf__LJ_LJ	
16.6968 1.00242	1.00174	
16.7059 0.998104	0.997409	
16.7149 0.994609	0.993882	
16.724 0.99467	0.99391	
16.7331 0.994191	0.993395	
16.7422 1.00446	1.00368	
16.7513 0.995441	0.994634	
16.7604 1.00428	1.00349	
16.7695 0.991049	0.990211	
16.7786 1.00336	1.00253	
16.7877 0.998005	0.997159	
16.7968 0.989212	0.988308	
16.8059 1.00749	1.0066	
16.815 1.00125	1.00038	
16.824 1.00108	1.00021	
16.8331 1.00345	1.00259	
16.8422 0.998222	0.99735	
16.8513 1.0022	1.00133	
16.8604 0.994067	0.993167	
16.8695 1.00258	1.00169	
16.8786 0.995694	0.994772	
16.8877 0.996535	0.995587	
16.8968 0.997316	0.996346	
16.9059 0.994992	0.993989	
16.915 0.994027	0.992985	
16.9241 1.00303	1.00199	
16.9331 0.997345	0.996288	
16.9422 0.998191	0.997117	
16.9513 0.997327	0.996231	
16.9604 1.00384	1.00275	
16.9695 0.997441	0.99634	
16.9786 1.00248	1.00139	
16.9877 0.999389	0.998284	
16.9968 0.999556	0.998441	
17.0059 1.00091	0.999796	
17.015 0.999069	0.997942	
17.0241 1.00165	1.00052	
17.0332 1.00811	1.00702	
17.0422 1.00271	1.00164	
17.0513 1.00167	1.0006	
17.0604 1.00366	1.0026	
17.0695 0.998498	0.99743	
17.0786 1.00248	1.00142	
17.0877 1.00153	1.00047	
17.0968 1.00366	1.00261	
17.1059 0.999079	0.998026	
17.115 1.00426	1.00322	
17.1241 1.0022	1.00117	
17.1332 0.996256	0.995203	
17.1423 1.00101	0.999957	
17.1513 1.0034	1.00235	
17.1604 1.00358	1.00255	
17.1695 1.00327	1.00225	
17.1786 1.00285	1.00184	
17.1877 1.00576	1.00479	
17.1968 1.0002	0.999221	
17.2059 0.994719	0.99371	
17.215 1.00163	1.00062	
17.2241 1.00369	1.00269	
17.2332 1.00419	1.00321	
17.2423 1.00043	0.999455	
17.2514 1.00164	1.00067	
17.2604 1.00433	1.00337	
17.2695 0.989675	0.988662	
17.2786 0.989301	0.988212	
17.2877 1.01076	1.00971	
17.2968 1.00825	1.00726	
17.3059 1.00788	1.00693	
17.315 1.00294	1.00201	
17.3241 0.996349	0.995391	
17.3332 0.99825	0.997272	
17.3423 1.00532	1.00436	
17.3514 1.00142	1.00047	
17.3605 1.00408	1.00315	
17.3695 1.00017	0.999238	
17.3786 1.00792	1.00703	
17.3877 0.995996	0.995082	
17.3968 1.0086	1.00773	
17.4059 1.0073	1.00647	
17.415 1.0101	1.00933	
17.4241 0.999903	0.999136	
17.4332 1.003	1.00225	
17.4423 1.00441	1.00368	
17.4514 0.999984	0.999252	
17.4605 1.00581	1.00511	
17.4696 1.00385	1.00317	
17.4786 1.00302	1.00236	
17.4877 1.00697	1.00635	
17.4968 1.00468	1.00409	
17.5059 1.00488	1.00432	
17.515 0.999149	0.998582	
17.5241 1.01056	1.01006	
17.5332 1.00525	1.00479	
17.5423 1.00289	1.00244	
17.5514 1.00365	1.00323	
17.5605 1.00629	1.0059	
17.5696 1.00094	1.00056	
17.5787 1.00697	1.00664	
17.5877 1.00197	1.00164	
17.5968 1.00096	1.00064	
17.6059 1.00854	1.00828	
17.615 1.00312	1.00288	
17.6241 0.996548	0.996283	
17.6332 0.998632	0.998356	
17.6423 0.995072	0.994759	
17.6514 1.00219	1.00189	
17.6605 1.00534	1.00508	
17.6696 1.00647	1.00624	
17.6787 1.00541	1.00523	
17.6878 0.999074	0.998884	
17.6968 1.00738	1.00724	
17.7059 1.00284	1.00272	
17.715 0.998611	0.998481	
17.7241 1.00864	1.00857	
17.7332 1.00579	1.00576	
17.7423 1.00678	1.0068	
17.7514 1.00459	1.00464	
17.7605 0.99873	0.998779	
17.7696 1.00195	1.00201	
17.7787 0.999458	0.999517	
17.7878 0.998432	0.998481	
17.7969 1.00528	1.00536	
17.8059 1.00286	1.00297	
17.815 0.999674	0.999782	
17.8241 1.00686	1.00702	
17.8332 0.997318	0.997459	
17.8423 0.995953	0.996065	
17.8514 1.00596	1.00612	
17.8605 1.00649	1.0067	
17.8696 1.00177	1.00199	
17.8787 1.00543	1.0057	
17.8878 1.00971	1.01005	
17.8969 1.00423	1.00461	
17.906 1.00125	1.00163	
17.915 1.00148	1.00189	
17.9241 0.996716	0.997094	
17.9332 1.00744	1.00788	
17.9423 1.00725	1.00775	
17.9514 0.991795	0.99223	
17.9605 1.00588	1.00637	
17.9696 1.00742	1.00797	
17.9787 1.00487	1.00546	
17.9878 1.0052	1.00584	
17.9969 0.998625	0.999251	
18.006 0.997754	0.998367	
18.0151 1.00453	1.00519	
18.0241 0.995923	0.996548	
18.0332 0.99825	0.998869	
18.0423 1.00034	1.00097	
18.0514 1.00188	1.00253	
18.0605 0.998374	0.999011	
18.0696 1.0053	1.00599	
18.0787 1.00667	1.00742	
18.0878 1.00577	1.00656	
18.0969 1.0003	1.0011	
18.106 1.00569	1.00655	
18.1151 0.998659	0.999504	
18.1241 1.0057	1.0066	
18.1332 1.003	1.00393	
18.1423 1.00292	1.00388	
18.1514 0.994673	0.995591	
18.1605 1.00104	1.00198	
18.1696 1.0015	1.00246	
18.1787 1.00029	1.00125	
